0.000,200.000
0.005,200.000
0.010,200.000
0.015,200.000
0.020,199.000
0.025,200.000
0.030,99.000
0.035,65.667
0.040,32.333
0.045,32.333
0.050,21.222
0.055,49.000
0.060,32.333
0.065,24.000
0.070,21.222
0.075,13.286
0.080,15.667
0.085,7.000
0.090,15.667
0.095,7.333
0.100,6.692
0.105,5.897
0.110,6.143
0.115,5.061
0.120,5.061
0.125,6.143
0.130,3.000
0.135,3.255
0.140,2.509
0.145,2.704
0.150,2.774
0.155,2.077
0.160,1.985
0.165,2.077
0.170,1.500
0.175,1.597
0.180,1.469
0.185,1.222
0.190,1.083
0.195,1.151
0.200,0.802
0.205,0.852
0.210,0.724
0.215,0.739
0.220,0.639
0.225,0.639
0.230,0.695
0.235,0.460
0.240,0.587
0.245,0.449
0.250,0.379
0.255,0.333
0.260,0.379
0.265,0.325
0.270,0.290
0.275,0.266
0.280,0.227
0.285,0.198
0.290,0.190
0.295,0.258
0.300,0.198
0.305,0.250
0.310,0.242
0.315,0.198
0.320,0.156
0.325,0.117
0.330,0.105
0.335,0.149
0.340,0.136
0.345,0.081
0.350,0.070
0.355,0.070
0.360,0.053
0.365,0.081
0.370,0.111
0.375,0.070
0.380,0.058
0.385,0.064
0.390,0.075
0.395,0.047
0.400,0.081
0.405,0.053
0.410,0.058
0.415,0.064
0.420,0.058
0.425,0.042
0.430,0.058
0.435,0.042
0.440,0.020
0.445,0.058
0.450,0.036
0.455,0.053
0.460,0.042
0.465,0.010
0.470,0.026
0.475,0.036
0.480,0.010
0.485,0.026
0.490,0.020
0.495,0.031
0.500,0.020
0.505,0.015
0.510,0.015
0.515,0.015
0.520,0.010
0.525,0.053
0.530,0.010
0.535,0.015
0.540,0.005
0.545,0.026
0.550,0.015
0.555,0.020
0.560,0.010
0.565,0.000
0.570,0.015
0.575,0.005
0.580,0.015
0.585,0.015
0.590,0.015
0.595,0.010
0.600,0.000
0.605,0.026
0.610,0.000
0.615,0.010
0.620,0.015
0.625,0.005
0.630,0.005
0.635,0.000
0.640,0.000
0.645,0.000
0.650,0.026
0.655,0.000
0.660,0.020
0.665,0.000
0.670,0.015
0.675,0.010
0.680,0.010
0.685,0.010
0.690,0.000
0.695,0.010
0.700,0.000
0.705,0.005
0.710,0.000
0.715,0.000
0.720,0.000
0.725,0.000
0.730,0.005
0.735,0.000
0.740,0.000
0.745,0.005
0.750,0.005
0.755,0.005
0.760,0.005
0.765,0.000
0.770,0.005
0.775,0.000
0.780,0.000
0.785,0.000
0.790,0.000
0.795,0.000
0.800,0.000
0.805,0.000
0.810,0.000
0.815,0.000
0.820,0.000
0.825,0.000
0.830,0.000
0.835,0.000
0.840,0.000
0.845,0.000
0.850,0.000
0.855,0.000
0.860,0.000
0.865,0.000
0.870,0.000
0.875,0.000
0.880,0.000
0.885,0.000
0.890,0.000
0.895,0.000
0.900,0.000
0.905,0.000
0.910,0.000
0.915,0.000
0.920,0.000
0.925,0.000
0.930,0.000
0.935,0.000
0.940,0.000
0.945,0.000
0.950,0.000
0.955,0.000
0.960,0.000
0.965,0.000
0.970,0.000
0.975,0.000
0.980,0.000
0.985,0.000
0.990,0.000
0.995,0.000
